plazo,periodo_gracia,cuotas,cuotas_capital,tasa_indexacion,valor_credito
24,0,21,21,IBR,6533376.0
36,0,6,6,IBR,6000000.0
13,0,12,12,IBR,1078000.0
84,2,14,12,IBR,33600000.0
13,0,12,12,IBR,700000.0
72,2,12,10,IBR,12220000.0
12,0,12,12,IBR,1254000.0
10,0,1,1,IBR,1500000.0
60,2,10,8,IBR,3000000.0
79,7,13,6,IBR,15000000.0
36,0,12,12,IBR,8000000.0
60,2,10,8,IBR,7196046.0
36,0,12,12,IBR,582000000.0
96,10,16,6,IBR,20000000.0
19,0,18,18,IBR,2285192.0
13,0,12,12,IBR,869520.0
90,9,15,6,IBR,12000000.0
72,0,72,72,IBR,119277453.0
36,0,36,36,IBR,52000000.0
13,0,12,12,IBR,1100000.0
60,1,10,9,IBR,18000000.0
84,2,14,12,IBR,20000000.0
12,0,1,1,IBR,3000000.0
72,2,12,10,IBR,5000000.0
12,11,12,1,IBR,20500000.0
12,11,12,1,IBR,23730000.0
12,11,12,1,IBR,5000000.0
12,11,12,1,IBR,23000000.0
60,9,10,1,IBR,20000000.0
60,0,10,10,IBR,27000000.0
78,8,13,5,IBR,10000000.0
72,2,12,10,IBR,15000000.0
12,0,1,1,IBR,15000000.0
36,0,36,36,IBR,2000000.0
72,6,12,6,IBR,8000000.0
60,0,10,10,IBR,7000000.0
84,2,14,12,IBR,25000000.0
60,0,10,10,IBR,10000000.0
78,8,13,5,IBR,16000000.0
114,9,19,10,IBR,19999427.0
81,0,14,14,IBR,14285720.0
36,0,6,6,IBR,10000000.0
12,0,1,1,IBR,2900000.0
72,0,12,12,IBR,20000000.0
36,0,6,6,IBR,8000000.0
36,0,6,6,IBR,20000000.0
12,0,1,1,IBR,12000000.0
8,0,1,1,IBR,6000000.0
36,0,6,6,IBR,4000000.0
83,1,14,13,DTF,18571430.0
59,0,10,10,IBR,13011613.0
36,0,6,6,IBR,18000000.0
32,5,11,6,DTF,4286109.0
60,2,10,8,IBR,16000000.0
35,0,35,35,DTF,5000000.0
12,0,0,0,DTF,1500000.0
36,0,35,35,DTF,6000000.0
144,6,24,18,IBR,7000000.0
12,0,0,0,DTF,13900000.0
63,6,11,5,IBR,15000000.0
24,0,4,4,IBR,3900000.0
84,2,14,12,IBR,3000000.0
12,0,0,0,DTF,1420000.0
12,0,0,0,DTF,165000.0
60,0,10,10,IBR,10000000.0
24,0,2,2,IBR,2800000.0
12,0,12,12,DTF,716000.0
84,2,14,12,IBR,12000000.0
12,0,12,12,DTF,758000.0
13,0,12,12,DTF,754000.0
13,0,12,12,DTF,1634000.0
18,0,3,3,DTF,6671029.0
24,2,4,2,IBR,10480000.0
117,2,10,8,DTF,10996828.0
22,0,21,21,DTF,4100000.0
30,0,5,5,DTF,2673233.0
60,4,20,16,IBR,8600000.0
24,2,4,2,IBR,2000000.0
84,1,7,6,IBR,40000000.0
36,0,12,12,DTF,120000000.0
69,0,6,6,IBR,8000000.0
60,0,10,10,DTF,25000000.0
12,0,1,1,IBR,6000000.0
24,0,4,4,IBR,4000000.0
84,2,14,12,IBR,10000000.0
33,0,3,3,IBR,15000000.0
60,0,10,10,IBR,6000000.0
12,1,2,1,DTF,610693.0
24,2,4,2,IBR,12000000.0
12,0,1,1,IBR,15000000.0
12,0,1,1,IBR,30000000.0
10,0,1,1,IBR,12000000.0
24,0,4,4,IBR,2200000.0
96,0,16,16,IBR,13857144.0
18,0,18,18,IBR,8009478.0
6,5,6,1,IBR,40000000.0
12,11,12,1,IBR,2956000.0
12,11,12,1,IBR,50000000.0
12,11,12,1,IBR,12500000.0
12,11,12,1,IBR,5000000.0
12,11,12,1,IBR,50000000.0
12,11,12,1,IBR,85000000.0
12,11,12,1,IBR,25000000.0
12,11,12,1,IBR,10000000.0
12,11,12,1,IBR,4100000.0
12,11,12,1,IBR,429200.0
13,1,2,1,DTF,992996.0
9,0,1,1,IBR,150000000.0
84,0,13,13,IBR,20000000.0
72,0,12,12,IBR,11748578.0
53,0,9,9,IBR,3310389.0
60,0,10,10,IBR,13000000.0
5,0,1,1,IBR,11434241.0
59,0,20,20,IBR,18588936.0
36,0,6,6,IBR,10000000.0
18,0,1,1,IBR,10000000.0
65,0,11,11,IBR,24934757.0
48,0,8,8,IBR,8556192.0
30,0,5,5,IBR,5902089.0
9,0,1,1,IBR,40000000.0
12,0,1,1,IBR,10000000.0
36,0,36,36,IBR,350000000.0
36,0,36,36,IBR,6968000.0
36,0,6,6,IBR,111000000.0
28,0,28,28,IBR,10100000.0
36,0,6,6,IBR,15000000.0
3,0,3,3,IBR,200000000.0
36,0,36,36,IBR,11000000.0
25,0,24,24,IBR,5000000.0
24,1,2,1,IBR,20000000.0
24,0,24,24,IBR,1000000000.0
83,0,14,14,IBR,44850503.0
60,0,60,60,IBR,129700001.0
36,0,36,36,IBR,500000000.0
36,0,36,36,IBR,1874100000.0
36,0,36,36,IBR,250000000.0
24,0,24,24,IBR,138000000.0
12,11,12,1,IBR,1000000.0
12,11,12,1,IBR,700000.0
12,11,12,1,IBR,19854000.0
12,11,12,1,IBR,5000000.0
12,11,12,1,IBR,10500000.0
12,11,12,1,IBR,44000000.0
13,1,3,2,IBR,19208521.0
72,3,73,70,IBR,18418600.0
69,8,12,4,IBR,9000000.0
48,2,8,6,IBR,8000000.0
60,0,10,10,IBR,15000000.0
10,0,1,1,IBR,6000000.0
84,2,14,12,IBR,300000000.0
35,3,34,31,DTF,11223653.0
36,0,3,3,DTF,2215709.0
36,0,12,12,IBR,4800000.0
60,0,10,10,IBR,8500000.0
60,2,10,8,IBR,8200000.0
19,0,18,18,IBR,3236934.0
60,0,10,10,IBR,3500000.0
60,0,10,10,IBR,10500000.0
120,4,20,16,IBR,17000000.0
36,3,6,3,IBR,3100000.0
36,3,6,3,IBR,3400000.0
36,3,6,3,IBR,3000000.0
59,0,5,5,DTF,9983651.0
13,0,13,13,IBR,1000000.0
36,0,3,3,IBR,2600000.0
36,3,6,3,IBR,3600000.0
17,1,3,2,DTF,4197917.0
36,0,6,6,IBR,4500000.0
72,2,12,10,IBR,4000000.0
106,9,18,9,DTF,9997007.0
6,0,1,1,IBR,200000000.0
84,6,84,78,IBR,700000000.0
36,0,6,6,IBR,400000000.0
36,0,6,6,IBR,3200000.0
27,0,9,9,IBR,9837889.0
11,0,2,2,IBR,37440258.0
18,0,3,3,IBR,1786155.0
72,0,12,12,IBR,20000000.0
36,0,6,6,IBR,3500000.0
12,0,1,1,IBR,5000000.0
48,2,8,6,IBR,30000000.0
72,7,12,5,IBR,20000000.0
10,0,1,1,IBR,20000000.0
10,0,1,1,IBR,36700000.0
84,8,13,5,IBR,19000000.0
55,4,9,5,IBR,11000000.0
72,2,12,10,IBR,15000000.0
84,9,14,5,IBR,12000000.0
10,0,1,1,IBR,12000000.0
36,0,6,6,IBR,8100000.0
6,5,6,1,IBR,25000.0
6,5,6,1,IBR,7000000.0
6,5,6,1,IBR,30000000.0
60,59,60,1,IBR,123090000.0
84,2,14,12,IBR,20000000.0
84,2,14,12,IBR,20000000.0
12,0,0,0,IBR,10000000.0
60,0,20,20,IBR,2500000000.0
36,0,36,36,IBR,30000000.0
36,0,36,36,IBR,17000000.0
36,0,36,36,IBR,200000000.0
24,0,24,24,IBR,52000000.0
16,0,1,1,IBR,10350000.0
24,0,24,24,IBR,250000000.0
18,0,18,18,IBR,5017409.0
8,0,8,8,IBR,2185388.0
18,0,18,18,IBR,2608961.0
18,0,18,18,IBR,8103968.0
15,0,15,15,IBR,2577221.0
18,0,18,18,IBR,4702119.0
15,0,15,15,IBR,3619774.0
72,0,12,12,IBR,4500000.0
19,0,18,18,IBR,2182970.0
19,0,18,18,IBR,2200000.0
10,0,1,1,IBR,12000000.0
19,0,18,18,IBR,2108000.0
8,0,1,1,IBR,12000000.0
90,8,15,7,IBR,6909200.0
7,0,1,1,IBR,41608475.0
13,0,12,12,IBR,1134000.0
36,0,6,6,IBR,3600000.0
72,2,12,10,IBR,11000000.0
36,0,6,6,IBR,3400000.0
13,0,12,12,IBR,3249980.0
19,0,18,18,IBR,2200620.0
12,11,12,1,IBR,5000000.0
24,0,6,6,IBR,3148000.0
12,11,12,1,IBR,15000000.0
36,0,6,6,IBR,6000000.0
69,8,12,4,IBR,5000000.0
102,8,17,9,DTF,9987367.0
12,0,0,0,DTF,21000000.0
18,0,1,1,IBR,10000000.0
6,0,0,0,DTF,300000.0
19,0,18,18,DTF,3352332.0
81,7,13,6,IBR,15500000.0
71,0,12,12,DTF,70128081.0
10,0,1,1,IBR,9000000.0
60,2,10,8,IBR,3000000.0
6,0,0,0,DTF,20000000.0
48,1,7,6,IBR,50000000.0
60,0,10,10,IBR,22000000.0
84,2,14,12,IBR,15000000.0
144,6,24,18,IBR,12000000.0
10,0,9,9,DTF,660000.0
33,3,5,2,IBR,3000000.0
60,0,20,20,IBR,12000000.0
60,0,10,10,IBR,12000000.0
75,8,13,5,IBR,7000000.0
12,0,0,0,DTF,10000000.0
64,15,65,50,IBR,11000000.0
12,0,0,0,DTF,42000000.0
4,0,1,1,DTF,1250000.0
72,2,12,10,IBR,20000000.0
120,14,20,6,IBR,20000000.0
36,0,6,6,IBR,17500000.0
120,13,20,7,IBR,8000000.0
36,0,6,6,IBR,4500000.0
3,0,1,1,DTF,648778.0
2,0,1,1,DTF,13420000.0
60,2,10,8,IBR,16000000.0
96,10,16,6,IBR,8000000.0
144,6,24,18,IBR,7000000.0
60,0,10,10,IBR,2000000.0
91,9,15,6,IBR,9000000.0
36,0,6,6,IBR,10000000.0
91,9,15,6,IBR,6000000.0
72,0,12,12,IBR,13000000.0
120,2,10,8,IBR,8000000.0
120,8,20,12,IBR,6000000.0
36,0,3,3,IBR,3800000.0
36,0,6,6,IBR,7000000.0
24,0,24,24,IBR,6000000.0
18,0,18,18,IBR,2482970.0
84,2,14,12,IBR,20000000.0
96,2,16,14,IBR,8500000.0
18,0,1,1,IBR,18000000.0
10,0,1,1,IBR,6000000.0
36,0,6,6,IBR,10500000.0
66,5,11,6,DTF,2468759.0
10,0,10,10,IBR,1100000.0
36,0,6,6,IBR,2200000.0
36,0,6,6,IBR,4500000.0
19,0,18,18,IBR,2682970.0
84,2,14,12,IBR,17000000.0
60,1,10,9,IBR,18000000.0
19,0,18,18,IBR,2161000.0
24,2,4,2,DTF,6388171.0
13,0,12,12,IBR,878000.0
12,0,12,12,IBR,1054000.0
101,8,17,9,DTF,6056295.0
60,1,10,9,IBR,25000000.0
72,7,12,5,IBR,10000000.0
18,0,1,1,IBR,43000000.0
144,6,24,18,IBR,12600000.0
18,0,1,1,IBR,20000000.0
84,9,14,5,IBR,15000000.0
96,2,16,14,IBR,30000000.0
5,0,2,2,IBR,3959228.0
6,0,1,1,IBR,1817378.0
18,0,3,3,IBR,6243010.0
36,0,6,6,IBR,16000000.0
84,0,14,14,IBR,20000000.0
79,8,13,5,IBR,20000000.0
78,8,13,5,IBR,24000000.0
84,2,14,12,IBR,27000000.0
72,2,12,10,IBR,40000000.0
72,2,12,10,IBR,20000000.0
96,2,16,14,IBR,9708000.0
60,0,10,10,IBR,27000000.0
36,0,6,6,IBR,25000000.0
36,0,6,6,IBR,10000000.0
88,8,14,6,IBR,25000000.0
84,2,14,12,IBR,10000000.0
36,0,6,6,IBR,8600000.0
36,0,6,6,IBR,8000000.0
12,0,1,1,IBR,22400000.0
36,0,6,6,IBR,30000000.0
48,2,8,6,IBR,6000000.0
64,7,11,4,IBR,11339000.0
36,0,6,6,IBR,12000000.0
16,0,1,1,IBR,7800000.0
60,4,20,16,IBR,3580000.0
72,2,12,10,IBR,12000000.0
63,7,11,4,IBR,6000000.0
64,6,10,4,IBR,20000000.0
12,11,13,2,IBR,7000000.0
36,3,7,4,DTF,3334912.0
12,0,2,2,IBR,25000000.0
36,0,6,6,IBR,16000000.0
36,0,6,6,IBR,166900000.0
84,2,14,12,IBR,15000000.0
18,0,18,18,IBR,3079171.0
15,0,15,15,IBR,3619774.0
22,0,7,7,IBR,6520000.0
25,0,24,24,IBR,3364240.0
25,0,24,24,IBR,3595976.0
15,0,15,15,IBR,1700000.0
13,0,12,12,IBR,1050000.0
18,0,18,18,IBR,2160000.0
13,0,12,12,IBR,1000000.0
24,0,24,24,IBR,4000000.0
18,0,17,17,IBR,2600000.0
11,0,10,10,IBR,2200000.0
25,0,24,24,IBR,3500000.0
24,0,24,24,IBR,4000000.0
12,0,12,12,IBR,1300000.0
64,7,11,4,IBR,4500000.0
60,4,10,6,IBR,5000000.0
72,1,12,11,IBR,20000000.0
72,2,12,10,IBR,8000000.0
70,8,12,4,IBR,7000000.0
76,6,13,7,DTF,8491335.0
12,11,12,1,IBR,60000000.0
36,0,6,6,IBR,6000000.0
13,0,12,12,IBR,4103980.0
60,2,10,8,IBR,13000000.0
60,0,10,10,IBR,7000000.0
12,11,12,1,IBR,3000000.0
13,0,12,12,IBR,1524000.0
27,2,5,3,DTF,6114509.0
7,0,1,1,DTF,25000000.0
60,2,10,8,IBR,6000000.0
36,0,6,6,IBR,2500000.0
18,1,4,3,DTF,2174349.0
84,2,14,12,IBR,340000000.0
13,0,12,12,IBR,1249980.0
13,0,12,12,IBR,1099980.0
60,0,10,10,IBR,10000000.0
60,0,10,10,IBR,20000000.0
36,0,6,6,IBR,2000000.0
36,0,6,6,IBR,10000000.0
25,0,4,4,IBR,2000000000.0
60,0,20,20,IBR,8508500.0
60,5,10,5,IBR,20000000.0
60,0,10,10,IBR,32000000.0
60,2,10,8,DTF,40000000.0
120,2,20,18,IBR,18000000.0
72,2,12,10,IBR,16000000.0
6,0,1,1,DTF,3708900.0
95,0,16,16,DTF,5148518.0
7,0,6,6,DTF,1000000.0
24,0,4,4,IBR,1500000.0
24,0,4,4,IBR,2250000.0
24,0,4,4,IBR,3000000.0
13,0,12,12,DTF,1054000.0
48,0,4,4,DTF,10989949.0
60,0,10,10,IBR,15000000.0
96,2,16,14,IBR,15000000.0
12,11,12,1,IBR,2000000.0
72,2,12,10,IBR,5256000.0
65,6,11,5,IBR,7000000.0
144,6,24,18,IBR,5000000.0
12,11,12,1,IBR,5000000.0
12,11,12,1,IBR,700000.0
144,6,24,18,IBR,10000000.0
10,0,1,1,IBR,20000000.0
12,0,12,12,IBR,331687026.0
36,0,3,3,IBR,2300000.0
36,0,3,3,IBR,3200000.0
13,0,12,12,IBR,854000.0
10,0,1,1,IBR,10000000.0
72,0,12,12,IBR,100000000.0
12,11,12,1,IBR,500000.0
41,3,7,4,DTF,3280557.0
60,2,10,8,IBR,15000000.0
36,0,3,3,IBR,2200000.0
12,0,12,12,IBR,150525827.0
36,0,6,6,IBR,3490000.0
120,2,20,18,IBR,20000000.0
63,6,63,57,DTF,76921726.0
60,2,10,8,IBR,8500000.0
72,2,12,10,IBR,5000000.0
12,0,1,1,IBR,20000000.0
76,7,12,5,IBR,13000000.0
10,0,1,1,IBR,10000000.0
10,0,1,1,IBR,15000000.0
94,10,16,6,IBR,11000000.0
10,0,1,1,IBR,19420000.0
16,0,1,1,IBR,4057000.0
18,0,1,1,IBR,1160000.0
11,0,1,1,IBR,1214000.0
10,0,1,1,IBR,5000000.0
60,4,10,6,IBR,8000000.0
12,0,1,1,IBR,25000000.0
18,0,1,1,IBR,10476000.0
70,7,12,5,IBR,12000000.0
8,0,1,1,IBR,25000000.0
9,0,1,1,IBR,6900000.0
9,0,1,1,IBR,6500000.0
8,0,1,1,IBR,20000000.0
6,0,1,1,IBR,20000000.0
12,11,12,1,IBR,15000000.0
107,10,17,7,IBR,4500000.0
95,10,16,6,IBR,10000000.0
60,0,10,10,IBR,11000000.0
36,0,6,6,IBR,8700000.0
72,2,12,10,IBR,3000000.0
12,11,12,1,IBR,2800000.0
96,2,16,14,IBR,15000000.0
3,2,3,1,IBR,14394749.0
60,2,10,8,IBR,2200000.0
89,9,15,6,IBR,5000000.0
18,0,18,18,IBR,2081000.0
72,0,12,12,IBR,13000000.0
17,0,1,1,IBR,8000000.0
60,0,10,10,IBR,14022000.0
17,0,17,17,IBR,1081600.0
60,2,10,8,IBR,25000000.0
36,0,3,3,IBR,3300000.0
19,0,18,18,IBR,1800000.0
24,1,2,1,IBR,10380000.0
36,2,6,4,IBR,50000000.0
36,0,6,6,IBR,2500000.0
24,0,8,8,IBR,10000000.0
85,9,15,6,IBR,12000000.0
60,0,10,10,IBR,11000000.0
48,2,8,6,IBR,6000000.0
73,8,13,5,IBR,12000000.0
96,2,16,14,IBR,15000000.0
61,6,10,4,IBR,8000000.0
96,2,16,14,IBR,20000000.0
60,4,10,6,IBR,3000000.0
79,9,14,5,IBR,2700000.0
61,6,10,4,IBR,30000000.0
12,0,1,1,IBR,15530000.0
18,0,1,1,IBR,10000000.0
24,0,4,4,IBR,3640000.0
24,0,2,2,IBR,7560000.0
7,0,1,1,IBR,3500000.0
10,0,1,1,IBR,15000000.0
7,0,1,1,IBR,12000000.0
36,0,6,6,IBR,7000000.0
67,6,11,5,IBR,8000000.0
72,2,12,10,IBR,12000000.0
89,9,15,6,IBR,5000000.0
36,0,12,12,IBR,10000000.0
19,0,18,18,IBR,2043400.0
60,0,10,10,IBR,6006000.0
18,0,3,3,IBR,2880000.0
36,0,6,6,IBR,2800000.0
18,0,1,1,IBR,3300000.0
84,2,14,12,IBR,10000000.0
59,2,10,8,IBR,14802235.0
84,2,14,12,IBR,40000000.0
84,1,14,13,IBR,15000000.0
144,6,24,18,IBR,16100000.0
75,7,12,5,IBR,13000000.0
12,0,1,1,IBR,18000000.0
72,2,12,10,IBR,15000000.0
72,0,12,12,IBR,5000000.0
72,2,12,10,IBR,20000000.0
60,0,10,10,IBR,8980000.0
36,0,6,6,IBR,8000000.0
8,0,1,1,IBR,50000000.0
84,8,14,6,IBR,25000000.0
65,0,11,11,IBR,70000000.0
6,5,6,1,IBR,5000000.0
12,0,12,12,IBR,40000000.0
6,5,6,1,IBR,4000000.0
36,0,36,36,IBR,422000000.0
3,0,3,3,IBR,56832551292.0
12,0,12,12,IBR,350000000.0
12,0,12,12,IBR,9894215.0
60,2,10,8,IBR,250000000.0
72,0,12,12,IBR,60000000.0
60,0,10,10,IBR,30000000.0
12,0,12,12,IBR,500000000.0
24,0,8,8,IBR,130000000.0
6,0,1,1,IBR,102415062.0
12,0,12,12,IBR,32594295.0
12,0,12,12,IBR,398102813.0
12,0,12,12,IBR,253238264.0
2,0,2,2,IBR,16500000.0
24,0,24,24,IBR,200000000.0
12,11,12,1,IBR,3200000.0
12,11,12,1,IBR,30000000.0
12,11,12,1,IBR,30000000.0
12,11,12,1,IBR,50000000.0
12,11,12,1,IBR,18000000.0
12,11,12,1,IBR,24500000.0
12,11,12,1,IBR,15000000.0
12,11,12,1,IBR,19000000.0
12,11,12,1,IBR,5000000.0
12,11,12,1,IBR,2370000.0
12,11,12,1,IBR,7000000.0
12,11,12,1,IBR,1025000.0
12,11,12,1,IBR,6000000.0
12,0,0,0,IBR,3500000.0
12,0,0,0,IBR,2800000.0
7,0,1,1,DTF,2799272.0
61,0,11,11,DTF,6000000.0
35,0,7,7,DTF,6562500.0
96,2,16,14,IBR,20000000.0
24,0,2,2,IBR,3800000.0
12,11,12,1,DTF,8900000.0
60,2,10,8,IBR,5000000.0
72,2,12,10,IBR,12800000.0
72,2,12,10,IBR,10500000.0
21,2,4,2,IBR,2824466.0
34,3,6,3,DTF,4640859.0
63,16,63,47,IBR,5000000.0
7,0,2,2,IBR,1077000.0
120,2,20,18,IBR,8000000.0
36,0,6,6,IBR,6400000.0
92,9,15,6,IBR,6000000.0
36,0,6,6,IBR,8000000.0
15,0,12,12,IBR,1458610.0
12,0,0,0,DTF,60955264.0
84,2,14,12,DTF,8000000.0
13,0,12,12,DTF,3154000.0
19,0,18,18,DTF,2101000.0
18,0,18,18,DTF,6000000.0
24,3,4,1,IBR,10000000.0
65,6,11,5,DTF,8000000.0
72,0,12,12,IBR,8000000.0
36,2,6,4,IBR,20000000.0
60,0,10,10,IBR,12000000.0
36,0,3,3,IBR,3500000.0
36,0,6,6,IBR,8000000.0
36,0,6,6,IBR,6000000.0
58,5,10,5,DTF,12571741.0
12,0,4,4,IBR,2533600.0
12,11,12,1,IBR,34000000.0
72,7,12,5,IBR,17900000.0
60,0,10,10,IBR,7000000.0
19,0,18,18,IBR,1524000.0
14,0,12,12,IBR,774000.0
67,6,67,61,DTF,76108296.0
24,0,4,4,IBR,60000000.0
36,3,6,3,DTF,4798739.0
60,0,10,10,IBR,35000000.0
36,0,36,36,IBR,60000000.0
36,0,6,6,IBR,3200000.0
36,0,36,36,IBR,10000000.0
13,0,12,12,IBR,1303980.0
55,5,10,5,DTF,4887830.0
12,11,12,1,IBR,700000.0
32,0,6,6,DTF,5942783.0
12,11,12,1,IBR,40000000.0
36,0,6,6,IBR,2000000.0
56,0,10,10,DTF,5849070.0
60,0,10,10,IBR,40000000.0
12,11,12,1,DTF,3200000.0
33,0,4,4,DTF,5760155.0
72,7,12,5,IBR,20000000.0
72,0,6,6,DTF,49761324.0
12,0,3,3,DTF,22719014.0
24,23,24,1,IBR,2074251.0
51,1,9,8,DTF,4296562.0
10,0,1,1,IBR,3200000.0
36,0,6,6,IBR,10000000.0
58,0,5,5,DTF,9000000.0
36,0,3,3,IBR,3200000.0
72,2,12,10,IBR,17000000.0
60,0,10,10,IBR,10000000.0
60,2,10,8,IBR,8000000.0
96,2,16,14,IBR,6000000.0
72,2,12,10,IBR,8000000.0
72,2,12,10,IBR,6000000.0
12,0,1,1,IBR,10000000.0
9,0,1,1,IBR,5000000.0
36,0,6,6,IBR,8000000.0
9,0,1,1,IBR,4000000.0
72,0,12,12,IBR,6600000.0
24,2,4,2,DTF,14744606.0
72,2,12,10,IBR,22000000.0
72,2,12,10,IBR,7000000.0
84,1,14,13,IBR,4999097.0
60,2,10,8,IBR,18000000.0
36,0,36,36,IBR,12000000.0
12,0,1,1,IBR,3990000.0
24,0,4,4,IBR,4230000.0
24,0,4,4,IBR,1380000.0
72,2,12,10,IBR,7000000.0
64,15,64,49,IBR,10000000.0
12,0,1,1,IBR,31640000.0
96,2,16,14,IBR,15000000.0
18,2,3,1,IBR,32000000.0
72,2,12,10,IBR,14000000.0
72,2,12,10,IBR,18000000.0
60,0,10,10,IBR,7000000.0
96,2,16,14,IBR,20000000.0
60,2,10,8,IBR,10000000.0
10,0,1,1,IBR,20360000.0
91,9,15,6,IBR,16000000.0
79,9,14,5,IBR,15000000.0
36,0,6,6,IBR,8000000.0
60,0,10,10,IBR,30000000.0
36,0,6,6,IBR,10970000.0
36,0,6,6,IBR,2500000.0
17,0,1,1,IBR,5000000.0
18,0,1,1,IBR,5000000.0
36,0,36,36,IBR,50000000.0
10,0,1,1,IBR,300000000.0
36,0,36,36,IBR,350000000.0
12,0,2,2,IBR,500000000.0
84,2,14,12,IBR,20000000.0
12,0,1,1,IBR,50000000.0
24,0,4,4,IBR,120000000.0
24,0,24,24,IBR,185500000.0
36,0,36,36,IBR,100000000.0
8,0,8,8,IBR,103000000.0
36,0,36,36,IBR,200000000.0
22,1,3,2,IBR,25000000.0
59,6,10,4,IBR,11999233.0
64,6,10,4,IBR,6000000.0
84,4,14,10,IBR,15000000.0
72,2,12,10,IBR,20000000.0
48,2,8,6,IBR,40000000.0
120,2,20,18,IBR,12000000.0
36,0,6,6,IBR,7200000.0
8,0,1,1,IBR,60000000.0
60,0,10,10,IBR,20000000.0
12,0,1,1,IBR,11950000.0
18,0,3,3,IBR,5592772.0
12,0,1,1,IBR,12000000.0
72,2,12,10,IBR,17000000.0
12,0,1,1,IBR,7000000.0
36,0,6,6,IBR,6000000.0
1,0,1,1,DTF,5195063.0
19,0,2,2,DTF,2351308.0
43,0,4,4,DTF,10000000.0
18,1,4,3,DTF,24221296.0
7,0,2,2,DTF,10970000.0
32,0,6,6,DTF,4715043.0
36,0,6,6,IBR,4500000.0
13,0,9,9,DTF,1289756.0
32,0,6,6,DTF,11706763.0
60,0,60,60,DTF,20600000.0
48,3,8,5,DTF,4210647.0
41,0,14,14,DTF,28700000.0
6,5,6,1,DTF,500000.0
35,34,35,1,IBR,5624950.0
60,0,10,10,IBR,13000000.0
19,0,4,4,DTF,3999548.0
35,1,7,6,DTF,5995741.0
12,0,1,1,DTF,2669690.0
12,0,0,0,DTF,300000.0
17,0,17,17,DTF,2150000.0
24,2,4,2,IBR,3000000.0
13,0,13,13,DTF,1500000.0
12,0,0,0,DTF,24000000.0
53,5,9,4,DTF,3177315.0
2,0,1,1,DTF,69473777.0
1,0,1,1,DTF,25025373.0
13,0,12,12,DTF,810128.0
24,0,4,4,IBR,2320000.0
19,0,18,18,DTF,2600032.0
12,0,0,0,DTF,597200.0
30,5,10,5,DTF,5272258.0
22,1,3,2,DTF,1059695.0
120,2,20,18,IBR,10000000.0
36,0,3,3,IBR,7000000.0
12,11,12,1,IBR,10000000.0
60,2,10,8,IBR,10000000.0
60,4,20,16,IBR,10000000.0
12,11,12,1,IBR,3000000.0
72,0,12,12,IBR,17000000.0
96,0,16,16,IBR,8000000.0
60,0,10,10,IBR,12000000.0
72,0,12,12,IBR,20000000.0
15,0,1,1,IBR,5000000.0
72,0,12,12,IBR,25000000.0
9,0,1,1,IBR,3000000.0
72,2,12,10,IBR,12800000.0
87,9,15,6,IBR,16500000.0
36,3,6,3,IBR,2450000.0
18,0,3,3,IBR,2160000.0
18,0,3,3,IBR,2600000.0
36,0,3,3,IBR,1900000.0
36,0,6,6,IBR,3000000.0
36,0,6,6,IBR,3000000.0
36,0,3,3,IBR,2200000.0
60,2,10,8,IBR,25000000.0
84,2,14,12,IBR,13000000.0
84,2,14,12,IBR,38000000.0
36,0,6,6,IBR,16000000.0
24,0,8,8,IBR,20000000.0
84,8,13,5,IBR,8000000.0
36,3,6,3,DTF,5976027.0
36,0,6,6,IBR,11000000.0
72,0,12,12,IBR,797768960.0
13,0,12,12,IBR,755300.0
16,0,15,15,IBR,1560000.0
60,0,10,10,IBR,9000000.0
12,11,12,1,IBR,300000.0
10,0,1,1,IBR,25000000.0
36,0,6,6,IBR,5000000.0
19,0,18,18,IBR,1611600.0
36,0,3,3,IBR,1700000.0
12,11,12,1,IBR,78205401.0
72,2,12,10,IBR,12000000.0
12,11,12,1,IBR,2000000.0
13,0,12,12,IBR,1703980.0
11,0,1,1,IBR,1617000.0
34,1,6,5,DTF,1671183.0
12,11,12,1,DTF,3000000.0
66,0,11,11,IBR,9678513.0
12,11,12,1,DTF,700000.0
12,11,12,1,DTF,5000000.0
36,0,3,3,IBR,2780000.0
46,4,8,4,DTF,4740620.0
144,6,24,18,IBR,14000000.0
24,2,4,2,IBR,10588000.0
36,0,6,6,IBR,35000000.0
96,2,16,14,IBR,10000000.0
91,1,8,7,DTF,6000000.0
36,3,6,3,IBR,3200000.0
72,2,12,10,IBR,15000000.0
78,1,13,12,DTF,9902933.0
60,2,10,8,IBR,10000000.0
19,0,18,18,IBR,2155970.0
72,2,12,10,IBR,15000000.0
36,0,6,6,IBR,3800000.0
12,11,13,2,IBR,2500000.0
19,0,6,6,IBR,2629600.0
24,0,8,8,IBR,16720000.0
42,0,7,7,IBR,7801085.0
60,0,10,10,IBR,18000000.0
84,2,14,12,IBR,25000000.0
72,2,12,10,IBR,10000000.0
30,0,5,5,DTF,12010179.0
19,0,18,18,IBR,3074970.0
12,0,2,2,IBR,285000000.0
84,2,14,12,IBR,20000000.0
36,0,6,6,IBR,3200000.0
84,0,14,14,IBR,18000000.0
12,0,12,12,IBR,1100000.0
60,0,10,10,IBR,7500000.0
12,11,12,1,IBR,10000000.0
12,11,12,1,IBR,3000000.0
72,2,12,10,IBR,15000000.0
144,6,24,18,IBR,10500000.0
60,0,60,60,IBR,500000000.0
22,0,7,7,IBR,5254600.0
